mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_smp,param_vec,param_vec__max_df,param_vec__max_features,param_vec__min_df,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2.0500503381093345,0.0160764555328101,0.8499966462453207,0.05047453604694861,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,,1,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': None, 'vec__min_df': 1}",0.17938469376956648,0.175856850154026,0.177005125370341,0.17741555643131116,0.00146918580304064,63,0.36729782357811774,0.3717110844961206,0.3696582946891588,0.36955573425446575,0.0018031651735519974
1.9232792854309082,0.031751771048548226,0.7639682292938232,0.02371129259990366,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,,0.05,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': None, 'vec__min_df': 0.05}",0.1048582991065398,0.10480785829781701,0.10455292281321271,0.10473969340585651,0.0001336625340264031,113,0.10517750857635336,0.105192992259003,0.10474437289034232,0.10503829124189956,0.00020792776653394678
2.0364937782287598,0.20874586983703228,0.8062209288279215,0.009616198427404903,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,500,1,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': 500, 'vec__min_df': 1}",0.2186522355103499,0.22512192809745635,0.22225115879692076,0.22200844080157567,0.0026468112339018152,27,0.24898382709411404,0.24532011045416113,0.24232637929603507,0.2455434389481034,0.0027224755289003114
2.104231278101603,0.08410792772579856,0.7400030295054117,0.016402149324384996,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,500,0.05,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': 500, 'vec__min_df': 0.05}",0.1048582991065398,0.10480785829781701,0.10455292281321271,0.10473969340585651,0.0001336625340264031,113,0.10517750857635336,0.105192992259003,0.10474437289034232,0.10503829124189956,0.00020792776653394678
2.217850923538208,0.04422780376652583,0.8271067142486572,0.007235201663379061,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,5000,1,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': 5000, 'vec__min_df': 1}",0.25083051630305003,0.2544641857426304,0.25255753573144246,0.2526174125923743,0.0014840434243178068,11,0.3850227799481565,0.385238158220282,0.385659719999527,0.3853068860559885,0.0002645320318482358
1.9612342516581218,0.07342305592580388,0.7310121854146322,0.02515587342373667,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,5000,0.05,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': 5000, 'vec__min_df': 0.05}",0.1048582991065398,0.10480785829781701,0.10455292281321271,0.10473969340585651,0.0001336625340264031,113,0.10517750857635336,0.105192992259003,0.10474437289034232,0.10503829124189956,0.00020792776653394678
2.0097176233927407,0.05144424870460216,0.8561827341715494,0.021329737112001465,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,50000,1,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': 50000, 'vec__min_df': 1}",0.182782720808211,0.1791130570860372,0.1805283866306203,0.18080805484162282,0.0015111295310999777,57,0.36546257234729485,0.37032990849157116,0.36897877582768634,0.36825708555551745,0.0020515632936945203
1.8971044222513835,0.0356471761251728,0.7532913684844971,0.01605657209674312,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",1.0,50000,0.05,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 1.0, 'vec__max_features': 50000, 'vec__min_df': 0.05}",0.1048582991065398,0.10480785829781701,0.10455292281321271,0.10473969340585651,0.0001336625340264031,113,0.10517750857635336,0.105192992259003,0.10474437289034232,0.10503829124189956,0.00020792776653394678
2.01787797609965,0.02016980904500725,0.8097012837727865,0.011419686363488264,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",0.95,,1,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 0.95, 'vec__max_features': None, 'vec__min_df': 1}",0.17938469376956648,0.175856850154026,0.177005125370341,0.17741555643131116,0.00146918580304064,63,0.36729782357811774,0.3717110844961206,0.3696582946891588,0.36955573425446575,0.0018031651735519974
1.9563946723937988,0.06706714706096566,0.7389296690622965,0.022400612325403073,"MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True)",,"CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None)",0.95,,0.05,"{'clf': MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True), 'smp': None, 'vec': CountVectorizer(analyzer='word', binary=False, decode_error='strict',
        dtype=<class 'numpy.int64'>, encoding='utf-8', input='content',
        lowercase=True, max_df=1.0, max_features=None, min_df=1,
        ngram_range=(1, 1), preprocessor=None, stop_words=None,
        strip_accents=None, token_pattern='(?u)\\b\\w\\w+\\b',
        tokenizer=None, vocabulary=None), 'vec__max_df': 0.95, 'vec__max_features': None, 'vec__min_df': 0.05}",0.1048582991065398,0.10480785829781701,0.10455292281321271,0.10473969340585651,0.0001336625340264031,113,0.10517750857635336,0.105192992259003,0.10474437289034232,0.10503829124189956,0.00020792776653394678
